Image,F1,Jaccard,Recall,Precision
1542.png,0.9302055060100813,0.8695179412830736,0.918805055534278,0.9418924224577935
1520.png,0.9151138716356109,0.8435114503816794,0.8804780876494024,0.9525862068965517
246.png,0.8491321762349799,0.7378190255220418,0.9607250755287009,0.7607655502392344
250.png,0.9167397020157757,0.8462783171521036,0.9289520426287744,0.9048442906574394
607.png,0.9426934097421203,0.8915989159891599,0.9320113314447592,0.9536231884057971
2110.png,0.735440931780366,0.5815789473684211,0.5956873315363881,0.9608695652173913
2665.png,0.8413043478260869,0.726078799249531,0.7432778489116517,0.9691151919866444
1959.png,0.06666666666666667,0.034482758620689655,0.11538461538461539,0.046875
364.png,0.9213483146067415,0.8541666666666666,0.9072340425531915,0.935908691834943
2737.png,0.07936507936507936,0.04132231404958678,0.04132231404958678,1.0
162.png,0.9610194902548725,0.924963924963925,0.9385065885797951,0.9846390168970814
2372.png,0.857016769638129,0.7498069498069498,0.9247619047619048,0.7985197368421053
1475.png,0.7133333333333333,0.5544041450777202,0.981651376146789,0.5602094240837696
2216.png,0.5486610058785109,0.37803780378037805,0.37803780378037805,1.0
